Date,High,Low,Open,Close,Volume,Marketcap,BTC Balance,Fear_Greed_Index,CPI,M2,DXY,US10Y,Fed_Rate,Gold,SP500
2018-02-18,11349.7998046875,10326.0,11123.400390625,10551.7998046875,8744009728.0,178040648022.0,175839.0,63.0,249.529,13907.3,89.2300033569336,2.87,1.42,1353.199951171875,2732.219970703125
2018-02-19,11273.7998046875,10513.2001953125,10552.599609375,11225.2998046875,7652089856.0,189426791571.0,175839.0,67.0,249.529,13907.3,89.2300033569336,2.875,1.42,1353.199951171875,2732.219970703125
2018-02-20,11958.5,11231.7998046875,11231.7998046875,11403.7001953125,9926540288.0,192457815912.0,175839.0,74.0,249.529,13907.3,89.80000305175781,2.88,1.42,1328.800048828125,2716.260009765625
2018-02-21,11418.5,10479.099609375,11372.2001953125,10690.400390625,9405339648.0,180442459820.0,175839.0,54.0,249.529,13907.3,90.12999725341795,2.94,1.42,1330.0,2701.330078125
2018-02-22,11039.099609375,9939.08984375,10660.400390625,10005.0,8040079872.0,168892273935.0,175839.0,44.0,249.529,13907.3,90.23999786376952,2.92,1.42,1330.5999755859375,2703.9599609375
2018-02-23,10487.2998046875,9734.5595703125,9937.0703125,10301.099609375,7739500032.0,173909350860.0,175839.0,39.0,249.529,13907.3,90.05999755859375,2.88,1.42,1328.199951171875,2747.300048828125
2018-02-24,10597.2001953125,9546.9697265625,10287.7001953125,9813.0703125,6917929984.0,165687799108.0,175839.0,31.0,249.529,13907.3,90.05999755859375,2.88,1.42,1328.199951171875,2747.300048828125
2018-02-25,9923.2197265625,9407.0595703125,9796.419921875,9664.73046875,5706939904.0,163204062358.0,175839.0,33.0,249.529,13907.3,90.05999755859375,2.88,1.42,1328.199951171875,2747.300048828125
2018-02-26,10475.0,9501.73046875,9669.4296875,10366.7001953125,7287690240.0,175076064010.0,175839.0,37.0,249.529,13907.3,90.05000305175781,2.86,1.42,1330.699951171875,2779.60009765625
2018-02-27,10878.5,10246.099609375,10393.900390625,10725.599609375,6966179840.0,181158869820.0,175839.0,44.0,249.529,13907.3,90.5,2.9,1.42,1315.5,2744.280029296875
2018-02-28,11089.7998046875,10393.099609375,10687.2001953125,10397.900390625,6936189952.0,175644310997.0,175839.0,41.0,249.529,13907.3,90.6999969482422,2.87,1.35,1315.5,2713.830078125
2018-03-01,11052.2998046875,10352.7001953125,10385.0,10951.0,7317279744.0,185009753075.0,175839.0,38.0,249.577,13966.4,90.93000030517578,2.81,1.42,1302.9000244140625,2677.669921875
2018-03-02,11189.0,10850.099609375,10977.400390625,11086.400390625,7620590080.0,187318996197.0,175839.0,47.0,249.577,13966.4,90.29000091552734,2.86,1.42,1321.0999755859375,2691.25
2018-03-03,11528.2001953125,11002.400390625,11101.900390625,11489.7001953125,6690570240.0,194159120569.0,175839.0,56.0,249.577,13966.4,90.29000091552734,2.86,1.42,1321.0999755859375,2691.25
2018-03-04,11512.599609375,11136.099609375,11497.400390625,11512.599609375,6084149760.0,194567395376.0,175839.0,44.0,249.577,13966.4,90.29000091552734,2.86,1.42,1321.0999755859375,2691.25
2018-03-05,11704.099609375,11443.900390625,11532.400390625,11573.2998046875,6468539904.0,195614809925.0,175839.0,55.0,249.577,13966.4,90.22000122070312,2.88,1.42,1318.0999755859375,2720.93994140625
2018-03-06,11500.099609375,10694.2998046875,11500.099609375,10779.900390625,6832169984.0,182225316082.0,175839.0,59.0,249.577,13966.4,90.05999755859375,2.88,1.42,1333.5999755859375,2728.1201171875
2018-03-07,10929.5,9692.1201171875,10803.900390625,9965.5703125,8797910016.0,168479670395.0,175839.0,37.0,249.577,13966.4,89.77999877929688,2.89,1.42,1326.0,2726.800048828125
2018-03-08,10147.400390625,9335.8701171875,9951.4404296875,9395.009765625,7186089984.0,158852238332.0,175839.0,39.0,249.577,13966.4,90.2300033569336,2.86,1.42,1319.9000244140625,2738.969970703125
2018-03-09,9466.349609375,8513.0302734375,9414.6904296875,9337.5498046875,8704190464.0,157898203939.0,175839.0,37.0,249.577,13966.4,90.36000061035156,2.9,1.42,1322.4000244140625,2786.570068359375
2018-03-10,9531.3203125,8828.4697265625,9350.58984375,8866.0,5386319872.0,149939797150.0,175839.0,39.0,249.577,13966.4,90.36000061035156,2.9,1.42,1322.4000244140625,2786.570068359375
2018-03-11,9711.8896484375,8607.1201171875,8852.7802734375,9578.6298828125,6296370176.0,162009710243.0,175839.0,40.0,249.577,13966.4,90.36000061035156,2.9,1.42,1322.4000244140625,2786.570068359375
2018-03-12,9937.5,8956.4296875,9602.9296875,9205.1201171875,6457399808.0,155710928717.0,175839.0,41.0,249.577,13966.4,90.19000244140624,2.87,1.42,1319.4000244140625,2783.02001953125
2018-03-13,9470.3798828125,8958.1904296875,9173.0400390625,9194.849609375,5991139840.0,155555594312.0,175839.0,41.0,249.577,13966.4,90.11000061035156,2.84,1.42,1325.9000244140625,2765.31005859375
2018-03-14,9355.849609375,8068.58984375,9214.650390625,8269.8095703125,6438230016.0,139920843550.0,175839.0,40.0,249.577,13966.4,89.88999938964844,2.81,1.42,1324.4000244140625,2749.47998046875
2018-03-15,8428.349609375,7783.0498046875,8290.759765625,8300.8603515625,6834429952.0,140460819364.0,175839.0,32.0,249.577,13966.4,90.16999816894533,2.82,1.43,1316.800048828125,2747.330078125
2018-03-16,8585.150390625,8005.31005859375,8322.91015625,8338.349609375,5289379840.0,141111773179.0,175839.0,33.0,249.577,13966.4,90.37999725341795,2.85,1.43,1311.300048828125,2752.010009765625
2018-03-17,8346.5302734375,7812.81982421875,8321.91015625,7916.8798828125,4426149888.0,133993486925.0,175839.0,31.0,249.577,13966.4,90.37999725341795,2.85,1.43,1311.300048828125,2752.010009765625
2018-03-18,8245.509765625,7397.990234375,7890.52001953125,8223.6796875,6639190016.0,139201713268.0,175839.0,29.0,249.577,13966.4,90.37999725341795,2.85,1.43,1311.300048828125,2752.010009765625
2018-03-19,8675.8701171875,8182.39990234375,8344.1201171875,8630.650390625,6729110016.0,146107514353.0,175839.0,29.0,249.577,13966.4,90.3499984741211,2.85,1.43,1316.800048828125,2712.919921875
2018-03-20,9051.01953125,8389.8896484375,8619.669921875,8913.4697265625,6361789952.0,150909503835.0,175839.0,37.0,249.577,13966.4,90.4499969482422,2.89,1.44,1311.0999755859375,2716.93994140625
2018-03-21,9177.3701171875,8846.330078125,8937.48046875,8929.2802734375,6043129856.0,151193917440.0,175839.0,36.0,249.577,13966.4,90.4000015258789,2.89,1.44,1320.699951171875,2711.929931640625
2018-03-22,9100.7099609375,8564.900390625,8939.4404296875,8728.4697265625,5530390016.0,147809220250.0,175839.0,36.0,249.577,13966.4,89.95999908447266,2.83,1.68,1326.5999755859375,2643.68994140625
2018-03-23,8879.6201171875,8360.6201171875,8736.25,8879.6201171875,5954120192.0,150383574951.0,175839.0,28.0,249.577,13966.4,89.73999786376953,2.82,1.68,1349.300048828125,2588.260009765625
2018-03-24,8996.1796875,8665.7001953125,8901.9501953125,8668.1201171875,5664600064.0,146818882936.0,175839.0,32.0,249.577,13966.4,89.73999786376953,2.82,1.68,1349.300048828125,2588.260009765625
2018-03-25,8682.009765625,8449.099609375,8612.8095703125,8495.7802734375,4569880064.0,143914265310.0,175839.0,30.0,249.577,13966.4,89.73999786376953,2.82,1.68,1349.300048828125,2588.260009765625
2018-03-26,8530.080078125,7921.43017578125,8498.4697265625,8209.400390625,5921039872.0,139078211968.0,175839.0,31.0,249.577,13966.4,89.5199966430664,2.85,1.68,1354.4000244140625,2658.550048828125
2018-03-27,8232.7802734375,7797.27978515625,8200.0,7833.0400390625,5378250240.0,132717053150.0,175839.0,24.0,249.577,13966.4,89.62999725341797,2.78,1.68,1341.300048828125,2612.6201171875
2018-03-28,8122.89013671875,7809.169921875,7836.830078125,7954.47998046875,4935289856.0,134788265876.0,175839.0,24.0,249.577,13966.4,90.1500015258789,2.77,1.68,1324.199951171875,2605.0
2018-03-29,7994.330078125,7081.3798828125,7979.06982421875,7165.7001953125,6361229824.0,121436043045.0,175839.0,18.0,249.577,13966.4,90.18000030517578,2.74,1.68,1322.800048828125,2640.8701171875
2018-03-30,7276.66015625,6683.93017578125,7171.4501953125,6890.52001953125,6289509888.0,116786562165.0,175839.0,12.0,249.577,13966.4,90.18000030517578,2.7350000000000003,1.67,1322.800048828125,2640.8701171875
2018-03-31,7207.85009765625,6863.52001953125,6892.47998046875,6973.52978515625,4553269760.0,118204645927.0,891.0,16.0,249.577,13966.4,90.18000030517578,2.7350000000000003,1.67,1322.800048828125,2640.8701171875
2018-04-01,7060.9501953125,6526.8701171875,7003.06005859375,6844.22998046875,4532100096.0,116026809075.0,891.0,16.0,250.227,13989.3,90.18000030517578,2.7350000000000003,1.67,1322.800048828125,2640.8701171875
2018-04-02,7135.47021484375,6816.580078125,6844.85986328125,7083.7998046875,4333440000.0,120101932910.0,891.0,11.0,250.227,13989.3,90.1500015258789,2.73,1.68,1342.0999755859375,2581.8798828125
2018-04-03,7530.93994140625,7072.490234375,7102.259765625,7456.10986328125,5499700224.0,126429245883.0,891.0,22.0,250.227,13989.3,90.27999877929688,2.79,1.69,1332.800048828125,2614.449951171875
2018-04-04,7469.8798828125,6803.8798828125,7456.41015625,6853.83984375,4936000000.0,116229557118.0,891.0,22.0,250.227,13989.3,90.2300033569336,2.79,1.69,1335.800048828125,2644.68994140625
2018-04-05,6933.81982421875,6644.7998046875,6848.64990234375,6811.47021484375,5639320064.0,115524404354.0,891.0,17.0,250.227,13989.3,90.58999633789062,2.83,1.69,1324.300048828125,2662.840087890625
2018-04-06,6857.490234375,6575.0,6815.9599609375,6636.31982421875,3766810112.0,112565173568.0,891.0,19.0,250.227,13989.3,90.5999984741211,2.77,1.69,1331.9000244140625,2604.469970703125
2018-04-07,7050.5400390625,6630.509765625,6630.509765625,6911.08984375,3976610048.0,117241368688.0,891.0,20.0,250.227,13989.3,90.5999984741211,2.77,1.69,1331.9000244140625,2604.469970703125
2018-04-08,7111.56005859375,6919.97998046875,6919.97998046875,7023.52001953125,3652499968.0,119162880482.0,891.0,17.0,250.227,13989.3,90.5999984741211,2.77,1.69,1331.9000244140625,2604.469970703125
2018-04-09,7178.10986328125,6661.990234375,7044.31982421875,6770.72998046875,4894060032.0,114886335694.0,891.0,21.0,250.227,13989.3,90.2699966430664,2.78,1.69,1336.300048828125,2613.159912109375
2018-04-10,6872.41015625,6704.14990234375,6795.43994140625,6834.759765625,4272750080.0,115978358964.0,891.0,18.0,250.227,13989.3,89.97000122070312,2.8,1.69,1342.0,2656.8701171875
2018-04-11,6968.31982421875,6817.58984375,6843.47021484375,6968.31982421875,4641889792.0,118267198080.0,891.0,20.0,250.227,13989.3,89.66999816894531,2.79,1.69,1356.5,2642.18994140625
2018-04-12,7899.22998046875,6806.509765625,6955.3798828125,7889.25,8906250240.0,133912618634.0,891.0,18.0,250.227,13989.3,89.95999908447266,2.83,1.69,1338.4000244140625,2663.989990234375
2018-04-13,8183.9599609375,7758.93017578125,7901.08984375,7895.9599609375,7764460032.0,134043001354.0,891.0,23.0,250.227,13989.3,89.87999725341797,2.82,1.69,1344.800048828125,2656.300048828125
2018-04-14,8140.7099609375,7846.0,7874.669921875,7986.240234375,5191430144.0,135589384440.0,891.0,23.0,250.227,13989.3,89.87999725341797,2.82,1.69,1344.800048828125,2656.300048828125
2018-04-15,8338.419921875,7999.330078125,7999.330078125,8329.1103515625,5244480000.0,141427138383.0,891.0,23.0,250.227,13989.3,89.87999725341797,2.82,1.69,1344.800048828125,2656.300048828125
2018-04-16,8371.150390625,7925.72998046875,8337.5703125,8058.669921875,5631309824.0,136849408643.0,891.0,23.0,250.227,13989.3,89.8499984741211,2.83,1.69,1347.5,2677.840087890625
2018-04-17,8285.9599609375,7881.72021484375,8071.66015625,7902.08984375,6900879872.0,134206623206.0,891.0,26.0,250.227,13989.3,89.66999816894531,2.82,1.69,1347.199951171875,2706.389892578125
2018-04-18,8197.7998046875,7886.009765625,7944.43017578125,8163.419921875,6529909760.0,138661092884.0,891.0,24.0,250.227,13989.3,89.77999877929688,2.87,1.69,1351.199951171875,2708.639892578125
2018-04-19,8298.6904296875,8138.77978515625,8159.27001953125,8294.3095703125,7063209984.0,140902801023.0,891.0,25.0,250.227,13989.3,89.94999694824219,2.92,1.69,1346.800048828125,2693.1298828125
2018-04-20,8880.23046875,8244.5400390625,8286.8798828125,8845.830078125,8438110208.0,150287113368.0,891.0,26.0,250.227,13989.3,90.4800033569336,2.96,1.7,1336.699951171875,2670.139892578125
2018-04-21,8997.5703125,8652.150390625,8848.7900390625,8895.580078125,7548550144.0,151150137128.0,891.0,32.0,250.227,13989.3,90.4800033569336,2.96,1.7,1336.699951171875,2670.139892578125
2018-04-22,9001.6396484375,8779.6103515625,8925.0595703125,8802.4599609375,6629899776.0,149585589886.0,891.0,31.0,250.227,13989.3,90.4800033569336,2.96,1.7,1336.699951171875,2670.139892578125
2018-04-23,8958.5498046875,8788.8095703125,8794.3896484375,8930.8798828125,6925190144.0,151784994312.0,891.0,28.0,250.227,13989.3,90.98999786376952,2.98,1.7,1322.5,2670.2900390625
2018-04-24,9732.6103515625,8927.830078125,8934.33984375,9697.5,10678800384.0,164833256250.0,891.0,29.0,250.227,13989.3,91.08000183105467,3.0,1.7,1331.4000244140625,2634.56005859375
2018-04-25,9745.3203125,8799.83984375,9701.0302734375,8845.740234375,11083100160.0,150369282696.0,891.0,64.0,250.227,13989.3,91.26000213623048,3.03,1.7,1321.199951171875,2639.39990234375
2018-04-26,9281.509765625,8727.08984375,8867.3203125,9281.509765625,8970559488.0,157793327246.0,891.0,47.0,250.227,13989.3,91.63999938964844,3.0,1.7,1316.300048828125,2666.93994140625
2018-04-27,9375.4697265625,8987.0498046875,9290.6298828125,8987.0498046875,7566289920.0,152802874822.0,891.0,55.0,250.227,13989.3,91.98999786376952,2.96,1.7,1320.300048828125,2669.909912109375
2018-04-28,9412.08984375,8931.990234375,8939.26953125,9348.48046875,7805479936.0,158963068374.0,891.0,54.0,250.227,13989.3,91.98999786376952,2.96,1.7,1320.300048828125,2669.909912109375
2018-04-29,9531.490234375,9193.7099609375,9346.41015625,9419.080078125,8853000192.0,160182287342.0,891.0,61.0,250.227,13989.3,91.98999786376952,2.96,1.7,1320.300048828125,2669.909912109375
2018-04-30,9477.1396484375,9166.8095703125,9426.1103515625,9240.5498046875,8673920000.0,157163847314.0,891.0,59.0,250.227,13989.3,91.91999816894533,2.95,1.69,1316.199951171875,2648.050048828125
2018-05-01,9255.8798828125,8891.0498046875,9251.4697265625,9119.009765625,7713019904.0,155114132125.0,891.0,56.0,250.792,14055.7,92.56999969482422,2.97,1.7,1303.800048828125,2654.800048828125
2018-05-02,9256.51953125,9015.1396484375,9104.599609375,9235.919921875,7558159872.0,157119854754.0,891.0,52.0,250.792,14055.7,92.83000183105467,2.97,1.7,1302.5999755859375,2635.669921875
2018-05-03,9798.330078125,9188.150390625,9233.9697265625,9743.8603515625,10207299584.0,165778380092.0,891.0,55.0,250.792,14055.7,92.76000213623048,2.94,1.7,1310.699951171875,2629.72998046875
2018-05-04,9779.2001953125,9585.9599609375,9695.5,9700.759765625,8217829888.0,165062796742.0,891.0,56.0,250.792,14055.7,92.9000015258789,2.95,1.7,1312.699951171875,2663.419921875
2018-05-05,9964.5,9695.1201171875,9700.2802734375,9858.150390625,7651939840.0,167759953654.0,891.0,63.0,250.792,14055.7,92.9000015258789,2.95,1.7,1312.699951171875,2663.419921875
2018-05-06,9940.1396484375,9465.25,9845.3095703125,9654.7998046875,7222280192.0,164316605278.0,891.0,67.0,250.792,14055.7,92.9000015258789,2.95,1.7,1312.699951171875,2663.419921875
2018-05-07,9665.849609375,9231.5302734375,9645.669921875,9373.009765625,7394019840.0,159538115686.0,891.0,56.0,250.792,14055.7,92.97000122070312,2.95,1.7,1312.199951171875,2672.6298828125
2018-05-08,9462.75,9127.76953125,9380.8701171875,9234.8203125,7415869952.0,157202142973.0,891.0,62.0,250.792,14055.7,93.27999877929688,2.97,1.7,1312.0,2671.919921875
2018-05-09,9374.759765625,9031.6201171875,9223.73046875,9325.1796875,7226890240.0,158758858205.0,891.0,53.0,250.792,14055.7,93.41999816894533,3.0,1.7,1311.300048828125,2697.7900390625
2018-05-10,9396.0400390625,9040.51953125,9325.9599609375,9043.9404296875,6906699776.0,153988453198.0,891.0,63.0,250.792,14055.7,93.16000366210938,2.97,1.7,1320.800048828125,2723.070068359375
2018-05-11,9052.9599609375,8394.4599609375,9052.9599609375,8441.490234375,8488520192.0,143743802092.0,891.0,41.0,250.792,14055.7,92.83999633789062,2.97,1.7,1319.0,2727.719970703125
2018-05-12,8664.8603515625,8223.5,8441.4404296875,8504.8896484375,6821380096.0,144841040789.0,891.0,44.0,250.792,14055.7,92.83999633789062,2.97,1.7,1319.0,2727.719970703125
2018-05-13,8773.5498046875,8395.1201171875,8515.490234375,8723.9404296875,5866379776.0,148587777457.0,891.0,40.0,250.792,14055.7,92.83999633789062,2.97,1.7,1319.0,2727.719970703125
2018-05-14,8881.1201171875,8367.9697265625,8713.099609375,8716.7900390625,7364149760.0,148480275422.0,891.0,40.0,250.792,14055.7,92.69000244140624,3.0,1.7,1316.5,2730.1298828125
2018-05-15,8836.1904296875,8456.4501953125,8705.1904296875,8510.3798828125,6705710080.0,144979744412.0,891.0,40.0,250.792,14055.7,93.45999908447266,3.08,1.7,1288.9000244140625,2711.449951171875
2018-05-16,8508.4296875,8175.490234375,8504.41015625,8368.830078125,6760220160.0,142587497878.0,891.0,32.0,250.792,14055.7,93.62999725341795,3.09,1.7,1290.199951171875,2722.4599609375
2018-05-17,8445.5400390625,8054.1201171875,8370.0498046875,8094.31982421875,5862530048.0,137923772714.0,891.0,31.0,250.792,14055.7,93.56999969482422,3.11,1.7,1288.199951171875,2720.1298828125
2018-05-18,8274.1201171875,7974.81982421875,8091.830078125,8250.9697265625,5764190208.0,140607667610.0,891.0,37.0,250.792,14055.7,93.83000183105467,3.06,1.7,1290.199951171875,2712.969970703125
2018-05-19,8372.0595703125,8183.35009765625,8255.73046875,8247.1796875,4712399872.0,140559162894.0,891.0,31.0,250.792,14055.7,93.83000183105467,3.06,1.7,1290.199951171875,2712.969970703125
2018-05-20,8562.41015625,8205.240234375,8246.990234375,8513.25,5191059968.0,145109512565.0,891.0,32.0,250.792,14055.7,93.83000183105467,3.06,1.7,1290.199951171875,2712.969970703125
2018-05-21,8557.51953125,8365.1201171875,8522.330078125,8418.990234375,5154990080.0,143518943480.0,891.0,41.0,250.792,14055.7,94.05999755859376,3.06,1.7,1290.199951171875,2733.010009765625
2018-05-22,8423.25,8004.580078125,8419.8701171875,8041.77978515625,5137010176.0,137104106176.0,891.0,30.0,250.792,14055.7,93.7300033569336,3.06,1.7,1291.699951171875,2724.43994140625
2018-05-23,8054.66015625,7507.8798828125,8037.080078125,7557.81982421875,6491120128.0,128868479514.0,891.0,26.0,250.792,14055.7,94.19000244140624,3.01,1.7,1289.300048828125,2733.2900390625
2018-05-24,7738.60009765625,7331.14013671875,7561.1201171875,7587.33984375,6049220096.0,129385391552.0,891.0,27.0,250.792,14055.7,93.9800033569336,2.98,1.7,1303.699951171875,2727.760009765625
2018-05-25,7659.14013671875,7392.64990234375,7592.2998046875,7480.14013671875,4867829760.0,127573690458.0,891.0,25.0,250.792,14055.7,94.27999877929688,2.93,1.7,1303.300048828125,2721.330078125
2018-05-26,7595.16015625,7349.1201171875,7486.47998046875,7355.8798828125,4051539968.0,125469061263.0,891.0,23.0,250.792,14055.7,94.27999877929688,2.93,1.7,1303.300048828125,2721.330078125
2018-05-27,7381.740234375,7270.9599609375,7362.080078125,7368.22021484375,4056519936.0,125695017596.0,891.0,19.0,250.792,14055.7,94.27999877929688,2.93,1.7,1303.300048828125,2721.330078125
2018-05-28,7419.0498046875,7100.89013671875,7371.31005859375,7135.990234375,5040600064.0,121747389422.0,891.0,22.0,250.792,14055.7,94.27999877929688,2.85,1.7,1303.300048828125,2721.330078125
2018-05-29,7526.419921875,7090.68017578125,7129.4599609375,7472.58984375,5662660096.0,127502651064.0,891.0,16.0,250.792,14055.7,95.02999877929688,2.77,1.7,1298.699951171875,2689.860107421875
2018-05-30,7573.77001953125,7313.60009765625,7469.72998046875,7406.52001953125,4922540032.0,126391893474.0,891.0,38.0,250.792,14055.7,94.97000122070312,2.84,1.7,1301.5,2724.010009765625
2018-05-31,7608.89990234375,7361.1298828125,7406.14990234375,7494.169921875,5127130112.0,127902999390.0,891.0,25.0,250.792,14055.7,94.25,2.83,1.7,1300.0999755859375,2705.27001953125
2018-06-01,7604.72998046875,7407.33984375,7500.7001953125,7541.4501953125,4921460224.0,128725854692.0,891.0,24.0,251.018,14117.5,94.4499969482422,2.89,1.7,1294.800048828125,2734.6201171875
2018-06-02,7695.830078125,7497.259765625,7536.72021484375,7643.4501953125,4939299840.0,130481526036.0,891.0,27.0,251.018,14117.5,94.4499969482422,2.89,1.7,1294.800048828125,2734.6201171875
2018-06-03,7754.89013671875,7613.0400390625,7632.08984375,7720.25,4851760128.0,131808021256.0,891.0,40.0,251.018,14117.5,94.4499969482422,2.89,1.7,1294.800048828125,2734.6201171875
2018-06-04,7753.81982421875,7474.0400390625,7722.52978515625,7514.47021484375,4993169920.0,128312205314.0,891.0,41.0,251.018,14117.5,94.1999969482422,2.94,1.7,1293.0999755859375,2746.8701171875
2018-06-05,7643.22998046875,7397.0,7500.89990234375,7633.759765625,4961739776.0,130365918088.0,891.0,26.0,251.018,14117.5,94.31999969482422,2.92,1.7,1297.5,2748.800048828125
2018-06-06,7680.43017578125,7502.009765625,7625.97021484375,7653.97998046875,4692259840.0,130725095161.0,891.0,42.0,251.018,14117.5,93.88999938964844,2.97,1.7,1297.0999755859375,2772.35009765625
2018-06-07,7741.27001953125,7650.81982421875,7650.81982421875,7678.240234375,4485799936.0,131153169176.0,891.0,38.0,251.018,14117.5,93.58999633789062,2.93,1.7,1298.699951171875,2770.3701171875
2018-06-08,7698.18994140625,7558.39990234375,7685.14013671875,7624.919921875,4227579904.0,130256218613.0,891.0,40.0,251.018,14117.5,93.81999969482422,2.93,1.7,1298.0999755859375,2779.030029296875
2018-06-09,7683.580078125,7531.97998046875,7632.52001953125,7531.97998046875,3845220096.0,128682085689.0,891.0,39.0,251.018,14117.5,93.81999969482422,2.93,1.7,1298.0999755859375,2779.030029296875
2018-06-10,7499.5498046875,6709.06982421875,7499.5498046875,6786.02001953125,5804839936.0,115948312827.0,891.0,24.0,251.018,14117.5,93.81999969482422,2.93,1.7,1298.0999755859375,2779.030029296875
2018-06-11,6910.18017578125,6706.6298828125,6799.2900390625,6906.919921875,4745269760.0,118025877189.0,891.0,15.0,251.018,14117.5,93.68000030517578,2.96,1.7,1298.9000244140625,2782.0
2018-06-12,6907.9599609375,6542.080078125,6905.81982421875,6582.35986328125,4654380032.0,112491874164.0,891.0,19.0,251.018,14117.5,93.91000366210938,2.96,1.7,1295.0999755859375,2786.85009765625
2018-06-13,6631.66015625,6285.6298828125,6596.8798828125,6349.89990234375,5052349952.0,108530585830.0,891.0,19.0,251.018,14117.5,94.02999877929688,2.98,1.7,1296.9000244140625,2775.6298828125
2018-06-14,6707.14013671875,6334.4599609375,6342.75,6675.35009765625,5138710016.0,114106009748.0,891.0,17.0,251.018,14117.5,94.87000274658205,2.94,1.9,1304.0,2782.489990234375
2018-06-15,6681.080078125,6433.8701171875,6674.080078125,6456.580078125,3955389952.0,110378702283.0,891.0,26.0,251.018,14117.5,95.12999725341795,2.93,1.9,1274.5999755859375,2779.659912109375
2018-06-16,6592.490234375,6402.2900390625,6455.4501953125,6550.16015625,3194170112.0,111992015616.0,891.0,22.0,251.018,14117.5,95.12999725341795,2.93,1.9,1274.5999755859375,2779.659912109375
2018-06-17,6589.10986328125,6499.27001953125,6545.52978515625,6499.27001953125,3104019968.0,111134754810.0,891.0,23.0,251.018,14117.5,95.12999725341795,2.93,1.9,1274.5999755859375,2779.659912109375
2018-06-18,6781.14013671875,6446.68017578125,6510.06982421875,6734.81982421875,4039200000.0,115176197712.0,891.0,27.0,251.018,14117.5,95.0500030517578,2.92,1.9,1276.199951171875,2773.75
